Conference,Year,Name,Institution,Countries
ccgrid,2020,Sandra Gesing,University of Notre Dame,United States
ccgrid,2020,Soumya Ghosh,Indian Institute of Technology Kharagpur,India
ccgrid,2020,Tristan Glatard,Concordia University,Canada
ccgrid,2020,John Grundy,Monash University,Australia
ccgrid,2020,Gareth Howells,University of Kent,United Kingdom
ccgrid,2020,Chung-Hsing Hsu,Oak Ridge National Laboratory,United States
ccgrid,2020,Robert Hsu,Chung Hua University,"Taiwan, Province of China"
ccgrid,2020,William Hu,University of Melbourne,Australia
ccgrid,2020,Fang Huang,University of Science and Technology of China,China
ccgrid,2020,Alexandru Iosup,Vrije Universiteit Amsterdam and TU Delft,Netherlands
ccgrid,2020,Glenn Jayaputera,Melbourne eResearch Group,Australia
ccgrid,2020,Wei Jie,University of Manchester,United Kingdom
ccgrid,2020,Dali Kaafar,CSIRO,Australia
ccgrid,2020,Paul Kaufmann,Mainz University,Germany
ccgrid,2020,Samee Khan,North Dakota State University,United States
ccgrid,2020,Kavi Kumar Khedo,University of Mauritius,Mauritius
ccgrid,2020,Jinyoung Kim,The University of Melbourne,Australia
ccgrid,2020,Yu Kong,Rochester Institute of Technology,United States
ccgrid,2020,Sriram Krishnamoorthy,Pacific Northwest National Lab,United States
ccgrid,2020,Daniel Krutz,Rochester Institute of Technology,United States
ccgrid,2020,Minseok Kwon,Rochester Institute of Technology,United States
ccgrid,2020,Dongyoon Lee,Stony Brook University,United States
ccgrid,2020,Shujun Li,University of Kent,United Kingdom
ccgrid,2020,Weiguo Liu,Shandong University,China
ccgrid,2020,Xumin Liu,Rochester Institute of Technology,United States
ccgrid,2020,Alexander Loui,Rochester Institute of Technology,United States
ccgrid,2020,Yang Lu,The University of Kent,United Kingdom
ccgrid,2020,Preeti Malakar,Indian Institute of Technology Kanpur,United States
ccgrid,2020,Maciej Malawski,AGH University of Science and Technology,Poland
ccgrid,2020,Lena Mashayekhy,University of Delaware,United States
ccgrid,2020,Michael Mior,Rochester Institute of Technology,United States
ccgrid,2020,Hiroshi Nakashima,Kyoto University,Japan
ccgrid,2020,Surya Nepal,CSIRO,Australia
ccgrid,2020,Ifeoma Nwogu,Rochester Institute of Technology,United States
ccgrid,2020,Anne-Cécile Orgerie,Inria,France
ccgrid,2020,Yao Pan,The University of Melbourne,Australia
ccgrid,2020,Yin Pan,Rochester Institute of Technology,United States
ccgrid,2020,Udaya Parampalli,The University of Melbourne,Australia
ccgrid,2020,Viktor K. Prasanna,University of Southern California,United States
ccgrid,2020,Satish Puri,Marquette University,United States
ccgrid,2020,Hossein Pursultani,The University of Melbourne,Australia
ccgrid,2020,M. Mustafa Rafique,Rochester Institute of Technology,United States
ccgrid,2020,Omer Rana,Cardiff University,United Kingdom
ccgrid,2020,Hassan Reza,University of North Dakota,United States
ccgrid,2020,Barry Rountree,Lawrence Livermore National Laboratory,United States
ccgrid,2020,Ing-Ray Chen,Virginia Tech University,United States
ccgrid,2020,Romain Rouvoy,University of Lille,France
ccgrid,2020,Richard Sinnott,The University of Melbourne,Australia
ccgrid,2020,Anthony Stell,The University of Melbourne,Australia
ccgrid,2020,Jeremy Straub,North Dakota State University,United States
ccgrid,2020,Zahir Tari,RMIT University,Australia
ccgrid,2020,Chen Wang,CSIRO,Australia
ccgrid,2020,Linwei Wang,Rochester Institute of Technology,United States
ccgrid,2020,Shuo Wang,"Monash University/ Data 61, CSIRO",Australia
ccgrid,2020,Paul Watson,University of Newcastle,United Kingdom
ccgrid,2020,Tongquan Wei,East China Normal University,China
ccgrid,2020,Fatos Xhafa,Universitat Politècnica de Catalunya,Spain
ccgrid,2020,Wang Xiaokang,HUST,China
ccgrid,2020,Wei Xue,Tsinghua University,China
ccgrid,2020,Deze Zeng,The University of Aizu,Japan
ccgrid,2020,FZiming Zhao,Rochester Institute of Technology,United States
ccgrid,2020,Gul Agha,University of Illinois Urbana-Champaign,United States
ccgrid,2020,Ivona Brandić,Vienna University of Technology,Austria
ccgrid,2020,Laurent Lefevre,École normale supérieure de Lyon,France
ccgrid,2020,Rajiv Ranjan,Newcastle University,United Kingdom
ccgrid,2020,Nageswara Rao,Oak Ridge National Laboratory,United States
ccgrid,2020,Adel N. Toosi,Monash University,Australia
ccgrid,2020,Joanna Kolodziej,Cracow University of Technology,Poland
ccgrid,2020,Alexandru Uta,Vrije Universiteit Amsterdam,Netherlands
ccgrid,2020,Philipp Gschwandtner,University of Innsbruck,Austria
ccgrid,2020,Guido Salvaneschi,TU Darmstadt,Germany
ccgrid,2021,Young Choon Lee,Macquarie University,Australia
ccgrid,2021,Dhabaleswar Panda,The Ohio State University,United States
ccgrid,2021,Susumu Date,Osaka University,Japan
ccgrid,2021,Kazunori Nozaki,Osaka University,Japan
ccgrid,2021,Imdad Ullah,PSAU,Saudi Arabia
ccgrid,2021,Xingliang Yuan,Monash University,Australia
ccgrid,2021,Beomseok Nam,Sungkyunkwan University,"Korea, Republic of"
ccgrid,2021,Surya Nepal,CSIRO,Australia
ccgrid,2021,Chunghan Lee,Toyota Motor Corporation,Japan
ccgrid,2021,Bahman Javadi,Western Sydney University,Australia
ccgrid,2021,Michela Taufer,The University of Tennessee,United States
ccgrid,2021,Issam Rais,UiT,Norway
ccgrid,2021,Daniel Balouek-Thomert,Rutgers University,United States
ccgrid,2021,Eddy Caron,"ENS-Lyon, INRIA",France
ccgrid,2021,Yuuichi Teranishi,Osaka University,Japan
ccgrid,2021,Di Wu,Sun Yat-Sen University,China
ccgrid,2021,Hirotake Abe,University of Tsukuba,Japan
ccgrid,2021,Chonho Lee,Osaka University,Japan
ccgrid,2021,Stacy Patterson,Rensselaer Polytechnic Institute,United States
ccgrid,2021,Aravinda Rao,The University of Melbourne,Australia
ccgrid,2021,Wei Li,The University of Sydney,Australia
ccgrid,2021,Paul Roe,Queensland University of Technology,Australia
ccgrid,2021,Patricia Stolf,University of Toulouse,France
ccgrid,2021,Alba Cristina M. A. Melo,University of Brasilia (UnB),Brazil
ccgrid,2021,Wu-Chun Feng,Virginia Tech,United States
ccgrid,2021,Jesus Carretero,Universidad Carlos III de Madrid,Spain
ccgrid,2021,Mohammad Shojafar,University of Surrey,United Kingdom
ccgrid,2021,Qingye Jiang,Amazon Web Services,Australia
ccgrid,2021,Yu Zhang,Huazhong University of Science and Technology,China
ccgrid,2021,Quan Chen,Shanghai Jiao Tong University,China
ccgrid,2021,Feng Zhang,Renmin University of China,China
ccgrid,2021,Shixuan Sun,National University of Singapore,Singapore
ccgrid,2021,Zeyi Wen,The University of Western Australia,Australia
ccgrid,2021,Bingsheng He,National University of Singapore,Singapore
ccgrid,2021,Yong Chen,Texas Tech University,United States
ccgrid,2021,Miguel Correia,Universidade de Lisboa,Portugal
ccgrid,2021,C.L. Wang,The University of Hong Kong,Hong Kong
ccgrid,2021,Sungjin Lee,DGIST (Daegu Gyeongbuk Institute of Science and Technology),"Korea, Republic of"
ccgrid,2021,Diana Moise,Cray Inc.,United States
ccgrid,2021,Houjun Tang,Lawrence Berkeley National Laboratory,United States
ccgrid,2021,Anthony Kougkas,Illinois Institute of Technology,United States
ccgrid,2021,Suren Byna,Lawrence Berkeley National Laboratory,United States
ccgrid,2021,Michael Kuhn,Otto von Guericke University Magdeburg,Germany
ccgrid,2021,Günther Pernul,Universität Regensburg,Germany
ccgrid,2021,Silvina Caíno-Lores,University of Tennessee,United States
ccgrid,2021,Helen Karatza,Aristotle University of Thessaloniki,Greece
ccgrid,2021,Xavier Martorell,Universitat Politècnica de Catalunya,Spain
ccgrid,2021,Laurent Lefevre,INRIA,France
ccgrid,2021,Valerio Schiavoni,University of Neuchâtel,Switzerland
ccgrid,2021,Weifa Liang,The Australian National University,Australia
ccgrid,2021,Rajkumar Buyya,The University of Melbourne,Australia
ccgrid,2021,Hai Jin,Huazhong University of Science and Technology,China
ccgrid,2021,Manish Parashar,Rutgers University,United States
ccgrid,2021,Nezer Zaidenberg,College of management academic studies,Israel
ccgrid,2021,Pedro Inácio,Universidade da Beira Interior,Portugal
ccgrid,2021,Vlad Tiberiu,INSA Lyon,France
ccgrid,2021,Cristina Alcaraz,UMA,Spain
ccgrid,2021,Nuno Santos,INESC-ID / Instituto Superior Tecnico,Portugal
ccgrid,2021,Ruediger Kapitza,TU Braunschweig,Germany
ccgrid,2021,Fabio Martinelli,IIT-CNR,Italy
ccgrid,2021,Paolo Mori,IIT-CNR,Italy
ccgrid,2021,Carlos Maziero,UFPR,Brazil
ccgrid,2021,André Zúquete,University of Aveiro,Portugal
ccgrid,2021,Ananth Kalyanaraman,Washington State University,United States
ccgrid,2021,Rong Ge,Clemson University,United States
ccgrid,2021,Jinjun Chen,Swinburne University of Technology,Australia
ccgrid,2021,Marcos Assuncao,Inria,France
ccgrid,2021,Qiang He,Swinburne University of Technology,Australia
ccgrid,2021,Ligang He,The University of Warwick,United Kingdom
ccgrid,2021,Deze Zeng,The University of Aizu,Japan
ccgrid,2021,Alfredo Goldman,University of São Paulo,Brazil
ccgrid,2021,Philippe Navaux,UFRGS,Brazil
ccgrid,2021,Xuanhua Shi,Huazhong University of Science and Technology,China
ccgrid,2021,Xiao Liu,Deakin University,Australia
ccgrid,2021,Weiguo Liu,Shandong University,China
ccgrid,2021,Song Wu,Huazhong University of Science and Technology,China
ccgrid,2021,Jidong Zhai,Tsinghua University,China
ccgrid,2021,Zichuan Xu,Dalian University of Technology,China
ccgrid,2021,Yinlong Xu,University of Science and Technology of China,China
ccgrid,2021,Qiufen Xia,Dalian University of Technology,China
ccgrid,2021,Rizos Sakellariou,The University of Manchester,United Kingdom
ccgrid,2021,Radu Prodan,University of Klagenfurt,Austria
ccgrid,2021,Wenzheng Xu,Sichuan University,China
ccgrid,2021,Domenico Talia,University of Calabria,Italy
ccgrid,2021,Jorge G. Barbosa,University of Porto,Portugal
ccgrid,2021,Sandra Gesing,University of Notre Dame,United States
ccgrid,2021,Thomas Fahringer,University of Innsbruck,Austria
ccgrid,2021,Shadi Ibrahim,Inria,France
ccgrid,2021,Rodrigo N. Calheiros,Western Sydney University,Australia
ccgrid,2021,Felix Garcia-Carballeira,University Carlos III of Madrid,Spain
ccgrid,2021,Bronis de Supinski,Lawrence Livermore National Laboratory,United States
ccgrid,2021,Amelie Chi Zhou,Shenzhen University,China
ccgrid,2021,Diana Goehringer,TU Dresden,Germany
ccgrid,2021,Georges Da Costa,IRIT/Toulouse III,France
ccgrid,2021,Carlos Westphall,Universidade Federal de Santa Catarina,Brazil
ccgrid,2021,Lei Liu,Shandong University,China
ccgrid,2021,Patrick P. C. Lee,The Chinese University of Hong Kong,Hong Kong
ccgrid,2021,Edgar Gabriel,University of Houston,United States
ccgrid,2021,Jose Moreira,IBM,United States
ccgrid,2021,Ali Anwar,IBM,United States
ccgrid,2021,Kalyana Chadalavada,Intel,United States
ccgrid,2021,Julian Martin Kunkel,University of Reading,United Kingdom
ccgrid,2021,Preeti Malakar,Indian Institute of Technology Kanpur,India
ccgrid,2021,Dong Dai,UNC Charlotte,United States
ccgrid,2021,Bin Dong,Lawrence Berkeley National Laboratory,United States
ccgrid,2021,Alex Sim,Lawrence Berkeley National Laboratory,United States
ccgrid,2021,Anna Queralt,Barcelona Supercomputing Center,Spain
ccgrid,2021,Xiaoyi Lu,The Ohio State University,United States
ccgrid,2021,Philip Carns,Argonne National Laboratory,United States
ccgrid,2021,George Teodoro,University of Maryland,United States
ccgrid,2021,Jean-Marc Pierson,University of Toulouse,France
ccgrid,2021,Ioana Banicescu,Mississippi State University,United States
ccgrid,2021,Youngjae Kim,Sogang University,"Korea, Republic of"
ccgrid,2021,Osamu Tatebe,University of Tsukuba,Japan
ccgrid,2021,Annette Bieniusa,University of Kaiserslautern,Germany
ccgrid,2021,Young-Ri Choi,UNIST,"Korea, Republic of"
ccgrid,2021,Zhiling Lan,Illinois Institute of Technology,United States
ccgrid,2021,Robert Hsu,National Chung Cheng University,"Taiwan, Province of China"
ccgrid,2021,Xiaowen Chu,Hong Kong Baptist University,Hong Kong
ccgrid,2021,Cheng-Zhong Xu,University of Macau,Macao
ccgrid,2021,Weikuan Yu,Florida State University,United States
ccgrid,2021,Woongki Baek,UNIST,"Korea, Republic of"
ccgrid,2021,Dongseong Kim,The University of Queensland,Australia
ccgrid,2021,Yanmin Zhu,Shanghai Jiao Tong University,China
ccgrid,2021,Maciej Malawski,AGH University of Science and Technology,Poland
ccgrid,2021,Jaejin Lee,Seoul National University,"Korea, Republic of"
ccgrid,2021,Bing Bing Zhou,The University of Sydney,Australia
ccgrid,2021,Sangheon Pack,Korea University,"Korea, Republic of"
ccgrid,2021,Haikun Liu,Huazhong University of Science and Technology,China
ccgrid,2021,Shuhao Zhang,TU Berlin,Germany
ccgrid,2021,Jiong He,Institute of High Performance Computing,Singapore
ccgrid,2021,Yao Chen,Advanced Digital Sciences Center,Singapore
ccgrid,2021,Pangfeng Liu,National Taiwan University,"Taiwan, Province of China"
ccgrid,2021,Sheng Di,ANL,United States
ccgrid,2021,Jingling Xue,The University of New South Wales,Australia
ccgrid,2021,Giuliano Casale,Imperial College London,United Kingdom
ccgrid,2021,Ramin Yahyapour,GWDG - University of Göttingen,Germany
ccgrid,2021,Mohsen Amini Salehi,University of Louisiana Lafayette,United States
ccgrid,2021,Peng Li,The University of Aizu,Japan
ccgrid,2021,Paolo Trunfio,University of Calabria,Italy
ccgrid,2021,Lúcia Drummond,Fluminense Federal University,Brazil
ccgrid,2021,Massimo Villari,University of Messina,Italy
ccgrid,2021,Guangming Tan,"Institute of Computing Technology, Chinese Academy of Sciences",China
ccgrid,2021,Lizhe Wang,China University of Geosciences,China
ccgrid,2021,Pascal Bouvry,University of Luxembourg,Luxembourg
ccgrid,2021,Azzedine Boukerche,University of Ottawa,Canada
ccgrid,2021,Javid Taheri,Karlstad University,Sweden
ccgrid,2021,Viktor Prasanna,University of Southern California,United States
ccgrid,2021,Jemal Abawajy,Deakin University,Australia
ccgrid,2021,Ashish Verma,IBM Research,United States
ccgrid,2021,Kimmy Mu,HDF group,United States
ccgrid,2021,Hyun-Wook Jin,Konkuk University,"Korea, Republic of"
ccgrid,2021,Yongseok Son,Chung-Ang University,"Korea, Republic of"
ccgrid,2021,Sebastien Lafond,Åbo Akademi University,Finland
ccgrid,2021,Demetris Trihinas,University of Nicosia,Cyprus
ccgrid,2021,Adrien Lèbre,Inria,France
ccgrid,2021,Mike Wittie,Montana State University,United States
ccgrid,2021,Jianfeng Zhan,"Institute of Computing Technology, Chinese Academy of Sciences",China
ccgrid,2021,Hari Subramoni,The Ohio State University,United States
ccgrid,2021,Nectarios Koziris,National Technical University of Athens,Greece
ccgrid,2021,Devesh Tiwari,Northeastern University,United States
ccgrid,2021,Sunita Chandrasekaran,University of Delaware,United States
ccgrid,2021,Ryan E. Grant,Sandia National Laboratories,United States
ccgrid,2021,Douglas Thain,University of Notre Dame,United States
ccgrid,2021,Michela Becchi,North Carolina State University,United States
ccgrid,2021,Miao Hu,Sun Yat-sen University,China
ccgrid,2021,Abhinav Vishnu,AMD,United States
ccgrid,2021,Zhen Liu,Beijing Jiaotong University,China
ccgrid,2021,Tor Skeie,IFI/UIO,Norway
ccgrid,2021,Yogesh Simmhan,Indian Institute of Science,India
ccgrid,2021,Shinichi Yamagiwa,University of Tsukuba,Japan
ccgrid,2021,Gabriele Mencagli,University of Pisa,Italy
ccgrid,2021,Anne-Cécile Orgerie,CNRS,France
ccgrid,2021,Romain Rouvoy,Univ. Lille / Inria / IUF,France
ccgrid,2021,Graham Kirby,University of St Andrews,United Kingdom
ccgrid,2021,Shrisha Rao,International Institute of Information Technology - Bangalore,India
ccgrid,2021,Vignesh Adhinarayanan,AMD Research,United States
ccgrid,2021,Lei Yang,South China University of Technology,China
ccgrid,2021,Francois Tessier,ETH,Switzerland
ccgrid,2021,Jithin Jose,Microsoft,United States
ccgrid,2021,Hongyang Sun,Vanderbilt University,United States
ccgrid,2021,Felix Garcia-Carballeria,Universidad Carlos III de Madrid,Spain
ccgrid,2021,Shanika Karunasekera,The University of Melbourne,Australia
ccgrid,2021,Dimitrios Nikolopoulos,Virginia Tech,United States
ccgrid,2021,Wayne Kelly,Queensland University of Technology,Australia
ccgrid,2021,Tian Guo,Worcester Polytechnic Institute,United States
ccgrid,2021,Ian Atkinson,James Cook University,Australia
ccgrid,2021,Jason Haga,National Institute of Advanced Industrial Science and Technology (AIST),Japan
ccgrid,2021,Ousmane Thiare,Gaston Berger University,United States
ccgrid,2021,Heru Suhartanto,Universitas Indonesia,Indonesia
ccgrid,2021,Stefano Markidis,KTH Royal Institute of Technology,Sweden
ccgrid,2021,Frederic Suter,CC IN2P3 / CNRS,France
ccgrid,2021,Cedric Tedeschi,INRIA,France
ccgrid,2021,Carsten Trinitis,Technical University of Munich,Germany
ccgrid,2021,Christian Toinard,ENSI Bourges,France
ccgrid,2021,Barney Maccabe,Oak Ridge National Laboratory,United States
ccgrid,2021,Hidemoto Nakada,National Institute of Advanced Industrial Science and Technology (AIST),Japan
ccgrid,2021,Zahir Tari,RMIT University,Australia
ccgrid,2021,Ritu Arora,University of Texas (UT) at Austin,United States
ccgrid,2021,Mirjana Ivanovic,University of Novi Sad,Serbia
ccgrid,2021,Dongkyun Kim,KISTI,"Korea, Republic of"
ccgrid,2021,Bu Sung Lee,Nanyang Technological University,Singapore
ccgrid,2021,Omer Rana,Cardiff University,United Kingdom
ccgrid,2021,Hyoungshick Kim,Sungkyunkwan University,"Korea, Republic of"
ccgrid,2021,Shancang Li,University of the West of England,United Kingdom
ccgrid,2021,Vishwas Patil,IIT Bombay,India
ccgrid,2021,Shiva Raj Pokhrel,Deakin University,Australia
ccgrid,2021,Nitin Auluck,"Indian Institute of Technology, Ropar",India
ccgrid,2021,Hagen Lauer,Fraunhofer SIT,Germany
ccgrid,2021,Yuan Hong,Illinois Institute of Technology,United States
ccgrid,2021,Raghunath Raja Chandrasekar,Amazon Web Services,United States
ccgrid,2021,Chai Kiat Yeo,Nanyang Technological University,Singapore
